,corp1.txt,corp10.txt,corp2.txt,corp3.txt,corp4.txt,corp5.txt,corp6.txt,corp7.txt,corp8.txt,corp9.txt,idf,tf.idfcorp1.txt,tf.idfcorp10.txt,tf.idfcorp2.txt,tf.idfcorp3.txt,tf.idfcorp4.txt,tf.idfcorp5.txt,tf.idfcorp6.txt,tf.idfcorp7.txt,tf.idfcorp8.txt,tf.idfcorp9.txt
ن و,3.0,7.0,0.0,0.0,3.0,8.0,4.0,7.0,8.0,4.0,0.09691001300805642,0.1431478400093591,0.17880847505892103,0.0,0.0,0.1431478400093591,0.18442847539489118,0.1552556545992796,0.17880847505892103,0.18442847539489118,0.1552556545992796
ن ى,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0
ن ي,7.0,10.0,6.0,6.0,2.0,32.0,12.0,9.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ن ً,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ه أ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.3979400086720376,0.0,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.5177318877571058,0.3979400086720376,0.0,0.0
ه إ,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0
ه ا,7.0,30.0,3.0,9.0,6.0,40.0,27.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ه ب,0.0,0.0,1.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.3979400086720376,0.0,0.0,0.3979400086720376,0.676088138259007,0.0,0.5177318877571058,0.3979400086720376,0.0,0.0,0.0
ه ة,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ه ت,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.3010299956639812,0.3010299956639812,0.0,0.39164905395343774,0.0,0.0,0.3010299956639812,0.44465780490343443,0.0,0.0,0.3010299956639812
ه ج,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.6989700043360189,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0
ه ح,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0
ه د,0.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.22184874961635637,0.0,0.2886318777514278,0.22184874961635637,0.22184874961635637,0.0,0.22184874961635637,0.2886318777514278,0.32769750339130055,0.0,0.0
ه ذ,0.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.3979400086720376,0.0,0.6375237668421739,0.0,0.0,0.0,0.757315645927242,0.3979400086720376,0.0,0.0,0.3979400086720376
ه ر,1.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,0.0,0.22184874961635637,0.22184874961635637,0.2886318777514278,0.0,0.0,0.22184874961635637,0.32769750339130055,0.32769750339130055,0.0,0.2886318777514278,0.0
ه ز,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.8883553041361473,0.0,0.0,0.6802809317048656,0.5228787452803376,0.0,0.0,0.0,0.0
ه س,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0
ه ص,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ه ض,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.9093809417105436,0.0,0.0,0.0
ه ط,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0
ه ظ,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0
ه ف,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ه ق,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0
ه ل,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.3010299956639812,0.0,0.0,0.0,0.3010299956639812,0.0,0.39164905395343774,0.3010299956639812,0.44465780490343443,0.0,0.39164905395343774
ه م,1.0,7.0,1.0,1.0,1.0,4.0,6.0,13.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ه ن,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,0.3979400086720376,0.0,0.0,0.0,0.3979400086720376,0.0,0.6375237668421739,0.3979400086720376,0.0,0.5878056449127935,0.0
ه و,1.0,4.0,0.0,4.0,3.0,5.0,4.0,2.0,0.0,0.0,0.15490195998574316,0.15490195998574316,0.24816223267144408,0.0,0.24816223267144408,0.22880897749267587,0.26317378362863586,0.24816223267144408,0.20153209632859362,0.0,0.0
ه ى,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ه ي,2.0,4.0,0.0,5.0,0.0,7.0,0.0,2.0,3.0,1.0,0.15490195998574316,0.20153209632859362,0.24816223267144408,0.0,0.26317378362863586,0.0,0.2858093027640616,0.0,0.20153209632859362,0.22880897749267587,0.15490195998574316
و 2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.6989700043360189
و 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
و 8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
و i,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
و ء,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
و آ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
و أ,3.0,1.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.09691001300805642,0.1431478400093591,0.09691001300805642,0.1431478400093591,0.126082833803668,0.09691001300805642,0.1431478400093591,0.126082833803668,0.0,0.0,0.1552556545992796
و إ,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.0
و ا,6.0,33.0,7.0,5.0,17.0,30.0,24.0,15.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
و ب,1.0,5.0,7.0,1.0,0.0,8.0,8.0,2.0,5.0,6.0,0.04575749056067514,0.04575749056067514,0.07774060393627559,0.08442705614947257,0.04575749056067514,0.0,0.08708062211589923,0.08708062211589923,0.059531867745749846,0.07774060393627559,0.08136373905488227
و ة,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.3979400086720376,0.3979400086720376,0.3979400086720376,0.0,0.0,0.0,0.5177318877571058,0.5177318877571058,0.0,0.0,0.0
و ت,1.0,6.0,4.0,2.0,3.0,20.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
و ث,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0
و ج,1.0,11.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,1.0,0.15490195998574316,0.15490195998574316,0.31621572803156817,0.0,0.0,0.20153209632859362,0.24816223267144408,0.20153209632859362,0.24816223267144408,0.0,0.15490195998574316
و ح,1.0,2.0,0.0,1.0,1.0,2.0,5.0,1.0,2.0,0.0,0.09691001300805642,0.09691001300805642,0.126082833803668,0.0,0.09691001300805642,0.09691001300805642,0.126082833803668,0.16464720522050125,0.09691001300805642,0.126082833803668,0.0
و خ,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,1.2428743871907528,0.6989700043360189,0.0,0.0,0.0
و د,2.0,6.0,0.0,7.0,0.0,5.0,2.0,2.0,0.0,1.0,0.15490195998574316,0.20153209632859362,0.27543911383552633,0.0,0.2858093027640616,0.0,0.26317378362863586,0.20153209632859362,0.20153209632859362,0.0,0.15490195998574316
و ذ,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,1.032463449816228,0.0,0.0,0.0
و ر,1.0,21.0,1.0,6.0,1.0,11.0,5.0,9.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
و ز,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.3979400086720376,0.0,0.0,0.3979400086720376,0.0,0.0,0.676088138259007,0.676088138259007,0.3979400086720376,0.0,0.0
و س,1.0,5.0,6.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
و ش,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0
و ص,1.0,9.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,0.15490195998574316,0.15490195998574316,0.3027159949996086,0.0,0.20153209632859362,0.0,0.20153209632859362,0.22880897749267587,0.0,0.20153209632859362,0.15490195998574316
و ض,0.0,0.0,2.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.3979400086720376,0.0,0.0,0.5177318877571058,0.3979400086720376,0.0,0.7075975239978617,0.0,0.5177318877571058,0.0,0.0
و ط,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,1.1197918790850683,0.6989700043360189,0.0,0.0
و ع,0.0,0.0,2.0,0.0,0.0,6.0,1.0,1.0,7.0,0.0,0.3010299956639812,0.0,0.0,0.39164905395343774,0.0,0.0,0.535276863192891,0.3010299956639812,0.3010299956639812,0.555429854985112,0.0
و غ,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.3010299956639812,0.39164905395343774,0.3010299956639812,0.0,0.3010299956639812,0.0,0.39164905395343774,0.0,0.0,0.0,0.5114409330385058
و ف,0.0,5.0,0.0,3.0,0.0,4.0,6.0,2.0,3.0,0.0,0.22184874961635637,0.0,0.3769143710976413,0.0,0.32769750339130055,0.0,0.3554150058864992,0.39448063152637197,0.2886318777514278,0.32769750339130055,0.0
و ق,3.0,7.0,2.0,0.0,4.0,8.0,2.0,1.0,3.0,4.0,0.04575749056067514,0.06758936186980757,0.08442705614947257,0.059531867745749846,0.0,0.07330624493082455,0.08708062211589923,0.059531867745749846,0.04575749056067514,0.06758936186980757,0.07330624493082455
و ك,0.0,3.0,5.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.44465780490343443,0.5114409330385058,0.0,0.3010299956639812,0.5728871705323508,0.39164905395343774,0.0,0.0,0.0
و ل,2.0,13.0,8.0,6.0,4.0,50.0,12.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
و م,1.0,10.0,2.0,0.0,2.0,9.0,9.0,7.0,14.0,2.0,0.04575749056067514,0.04575749056067514,0.09151498112135029,0.059531867745749846,0.0,0.059531867745749846,0.08942123317894,0.08942123317894,0.08442705614947257,0.09820143333454727,0.059531867745749846
و ن,10.0,21.0,2.0,12.0,5.0,15.0,2.0,9.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
و ه,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,3.0,2.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.0,0.39164905395343774,0.555429854985112,0.0,0.0,0.44465780490343443,0.39164905395343774
و و,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.3979400086720376,0.0,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.3979400086720376,0.6375237668421739,0.0,0.0
و ى,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.9093809417105436
و ي,1.0,16.0,0.0,4.0,8.0,8.0,4.0,4.0,9.0,4.0,0.04575749056067514,0.04575749056067514,0.10085499930097395,0.0,0.07330624493082455,0.08708062211589923,0.08708062211589923,0.07330624493082455,0.07330624493082455,0.08942123317894,0.07330624493082455
و ّ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ى آ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ى أ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0,0.0
ى ا,1.0,1.0,0.0,0.0,0.0,2.0,7.0,2.0,8.0,2.0,0.15490195998574316,0.15490195998574316,0.15490195998574316,0.0,0.0,0.0,0.20153209632859362,0.2858093027640616,0.20153209632859362,0.2947923690142945,0.20153209632859362
ى ب,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.9093809417105436,0.0,0.0,0.0,0.0
ى ت,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.9093809417105436,0.0
ى د,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ى س,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0
ى ش,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ى ف,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ى ق,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ى ك,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ى ل,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0
ى م,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ى ن,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0
ى و,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ى ي,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ي ء,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0
ي أ,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.5177318877571058,0.0,0.5177318877571058,0.0,0.0
ي ؤ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.6989700043360189,0.0
ي إ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.9093809417105436,0.0,0.0,0.0,0.0
ي ئ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.6989700043360189
ي ا,12.0,21.0,7.0,12.0,2.0,26.0,20.0,11.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ي ب,1.0,5.0,0.0,2.0,0.0,3.0,4.0,1.0,1.0,0.0,0.15490195998574316,0.15490195998574316,0.26317378362863586,0.0,0.20153209632859362,0.0,0.22880897749267587,0.24816223267144408,0.15490195998574316,0.15490195998574316,0.0
ي ة,6.0,32.0,16.0,9.0,5.0,45.0,23.0,18.0,35.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ي ت,0.0,17.0,1.0,2.0,7.0,16.0,3.0,5.0,3.0,2.0,0.04575749056067514,0.0,0.10205974546603443,0.04575749056067514,0.059531867745749846,0.08442705614947257,0.10085499930097395,0.06758936186980757,0.07774060393627559,0.06758936186980757,0.059531867745749846
ي ث,0.0,12.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.3979400086720376,0.0,0.8273894030829299,0.0,0.0,0.7342383300440329,0.3979400086720376,0.3979400086720376,0.0,0.0,0.0
ي ج,0.0,0.0,0.0,0.0,2.0,6.0,0.0,3.0,2.0,1.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.39164905395343774,0.535276863192891,0.0,0.44465780490343443,0.39164905395343774,0.3010299956639812
ي ح,1.0,6.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.09691001300805642,0.09691001300805642,0.1723206608049707,0.0,0.09691001300805642,0.09691001300805642,0.09691001300805642,0.1431478400093591,0.1431478400093591,0.09691001300805642,0.0
ي خ,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.15490195998574316,0.0,0.15490195998574316,0.20153209632859362,0.20153209632859362,0.0,0.15490195998574316,0.15490195998574316,0.0,0.15490195998574316,0.15490195998574316
ي د,1.0,19.0,2.0,4.0,5.0,7.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ي ر,4.0,11.0,7.0,14.0,6.0,24.0,9.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ي ز,0.0,10.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,0.09691001300805642,0.0,0.19382002601611284,0.09691001300805642,0.126082833803668,0.126082833803668,0.126082833803668,0.1552556545992796,0.126082833803668,0.09691001300805642,0.0
ي س,3.0,4.0,3.0,15.0,4.0,6.0,2.0,10.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ي ش,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.22184874961635637,0.0,0.22184874961635637,0.0,0.22184874961635637,0.0,0.22184874961635637,0.22184874961635637,0.22184874961635637,0.2886318777514278,0.0
ي ص,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0
ي ض,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.3979400086720376,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0
ي ط,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.39164905395343774,0.3010299956639812,0.3010299956639812,0.0,0.0
ي ظ,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.9093809417105436,0.0,0.0,0.0
ي ع,1.0,6.0,1.0,7.0,2.0,11.0,4.0,1.0,5.0,0.0,0.04575749056067514,0.04575749056067514,0.08136373905488227,0.04575749056067514,0.08442705614947257,0.059531867745749846,0.09340900652175876,0.07330624493082455,0.04575749056067514,0.07774060393627559,0.0
ي غ,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0,0.9297574947192631,0.0,0.0,0.5228787452803376,0.0
ي ف,0.0,15.0,2.0,5.0,3.0,21.0,1.0,2.0,0.0,2.0,0.09691001300805642,0.0,0.21088503222180396,0.126082833803668,0.16464720522050125,0.1431478400093591,0.22504630206022375,0.09691001300805642,0.126082833803668,0.0,0.126082833803668
ي ق,2.0,28.0,0.0,8.0,8.0,13.0,2.0,4.0,1.0,1.0,0.04575749056067514,0.059531867745749846,0.11197581051962197,0.0,0.08708062211589923,0.08708062211589923,0.09672874298898206,0.059531867745749846,0.07330624493082455,0.04575749056067514,0.04575749056067514
ي ك,0.0,2.0,0.0,6.0,1.0,3.0,2.0,0.0,4.0,1.0,0.15490195998574316,0.0,0.20153209632859362,0.0,0.27543911383552633,0.15490195998574316,0.22880897749267587,0.20153209632859362,0.0,0.24816223267144408,0.15490195998574316
ي ل,0.0,28.0,0.0,8.0,1.0,16.0,7.0,10.0,14.0,4.0,0.09691001300805642,0.0,0.23715411665014421,0.0,0.18442847539489118,0.09691001300805642,0.21360129619050278,0.17880847505892103,0.19382002601611284,0.20798129585453262,0.1552556545992796
ي م,2.0,14.0,4.0,4.0,5.0,14.0,3.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ي ن,6.0,25.0,3.0,8.0,3.0,29.0,8.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ي ه,0.0,2.0,1.0,8.0,1.0,9.0,2.0,4.0,0.0,1.0,0.09691001300805642,0.0,0.126082833803668,0.09691001300805642,0.18442847539489118,0.09691001300805642,0.18938566701066178,0.126082833803668,0.1552556545992796,0.0,0.09691001300805642
ي و,9.0,2.0,5.0,5.0,2.0,19.0,9.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ي ي,6.0,9.0,1.0,2.0,2.0,6.0,0.0,5.0,0.0,2.0,0.09691001300805642,0.1723206608049707,0.18938566701066178,0.09691001300805642,0.126082833803668,0.126082833803668,0.1723206608049707,0.0,0.16464720522050125,0.0,0.126082833803668
ي ً,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ي ّ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.6989700043360189,0.0,0.0
ً أ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0
ً ا,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.0,0.3010299956639812,0.5114409330385058,0.3010299956639812,0.0,0.3010299956639812,0.0
ً ب,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.5177318877571058,0.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.0
ً ت,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.6989700043360189,0.0
ً ث,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ً ح,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ً خ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ً س,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ً ظ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0,0.0
ً ع,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4771212547196624,0.0,0.0,0.0,0.0
ً ف,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0
